feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g_Bradyrhizobium	family_income_cat	5000-10000	-0.000468462108295784	0.000621325357554625	2916	353	0.450927152726702	0.869562067516384
g_Bradyrhizobium	act_sports_intense	Yes	0.000550176965410832	0.000722415140072273	2916	353	0.446372692131898	0.869562067516384
g_Brevibacterium	Dringking_status	Drinking within the past 30 days	0.000104858394697359	0.000136109261921628	2916	1	0.441126281548496	0.869562067516384
g_Butyricimonas	Energy_intake	Energy_intake	-6.72334188724267e-05	9.13329029258601e-05	2916	77	0.461707682621814	0.869562067516384
g_Catenibacterium	BMI	BMI	-0.000329487982489435	0.000434489617041701	2916	109	0.448313132724625	0.869562067516384
g_Citrobacter	family_income_cat	5000-10000	7.51202695295082e-05	0.000101950491345611	2916	7	0.461284891697066	0.869562067516384
g_Collinsella	act_sports_intense	Yes	0.000493829015822233	0.000664228157218757	2916	143	0.457261762481928	0.869562067516384
g_Coprococcus	Education	Bachelor_degree_or_above	-0.00169864408773135	0.00223387814650227	2916	1159	0.447076583623475	0.869562067516384
g_Devosia	family_income_cat	3000-5000	-5.01545811760748e-05	6.59511643048424e-05	2916	0	0.447029268697347	0.869562067516384
g_Enterobacter	Education	High_school	0.000101213705916907	0.000138818291710563	2916	31	0.465993772824779	0.869562067516384
g_Enterobacter	Smoking_status	Former smokers	0.000167145424918891	0.000227344190644564	2916	31	0.462271939620007	0.869562067516384
g_Enterobacter	Zn_intake	Zn_intake	4.08273252424424e-05	5.42209285445144e-05	2916	31	0.451522577292852	0.869562067516384
g_Fusobacterium	family_income_cat	5000-10000	-0.00214990633361201	0.00286220690004713	2916	469	0.452631907556964	0.869562067516384
g_Klebsiella	Smoking_status	Current smokers	-0.00359157050431183	0.00490865970116916	2916	893	0.464422812498958	0.869562067516384
g_Klebsiella	Zn_intake	Zn_intake	0.00130035214151933	0.00175531889805804	2916	893	0.458870662857165	0.869562067516384
g_Lacticigenium	Dringking_status	Drinking more than 30 days ago	0.000291106968103783	0.000390672323669001	2916	70	0.456245402255461	0.869562067516384
g_Lactobacillus	family_income_cat	3000-5000	-0.00084081532579645	0.00114348239122259	2916	78	0.462209575867553	0.869562067516384
g_Leptothrix	Education	High_school	6.24519434627767e-05	8.44193621789835e-05	2916	6	0.459492110177809	0.869562067516384
g_Megasphaera	family_income_cat	Declined to answer or unknown	0.000998971368563126	0.00134835849097812	2916	280	0.458826480858741	0.869562067516384
g_Methanobrevibacter	family_income_cat	>=10000	0.000912075031366974	0.00119225650687288	2916	146	0.444334475839721	0.869562067516384
g_Methanobrevibacter	Energy_intake	Energy_intake	0.000230315718092991	0.000302401076785108	2916	146	0.446346857107738	0.869562067516384
g_Methanobrevibacter	Family_diabetes_history	Yes	-0.000766329241552353	0.00104207393529122	2916	146	0.462162442352301	0.869562067516384
g_Oscillospira	family_income_cat	3000-5000	0.000606155228297229	0.000793579336261173	2916	466	0.445034141566127	0.869562067516384
g_Parabacteroides	Dringking_status	Drinking within the past 30 days	0.000738274175009836	0.000966003462843046	2916	927	0.444776821034758	0.869562067516384
g_Phascolarctobacterium	family_income_cat	5000-10000	-0.00183049640510452	0.00251169965216613	2916	1236	0.466190321725771	0.869562067516384
g_Phascolarctobacterium	act_sports_intense	Yes	-0.00218996387119272	0.00292035377918654	2916	1236	0.453377793146978	0.869562067516384
g_Pseudomonas	Serum_Zn	Serum_Zn	0.000116299962024276	0.000158094911714627	2916	15	0.462013154855141	0.869562067516384
g_Ralstonia	Dringking_status	Drinking more than 30 days ago	-0.00244531839027805	0.00333783275835379	2916	1359	0.46385767797607	0.869562067516384
g_SMB53	Education	Bachelor_degree_or_above	-0.000290365123776713	0.000375562372519548	2916	26	0.439498168821041	0.869562067516384
g_SMB53	family_income_cat	5000-10000	-0.000250077019986049	0.000325746071344819	2916	26	0.44272481161146	0.869562067516384
g_Sediminibacterium	family_income_cat	3000-5000	-0.0023972397960345	0.00311341016350884	2916	1078	0.441379084756277	0.869562067516384
g_Serratia	Smoking_status	Current smokers	-0.000327365025023716	0.000435088296270284	2916	13	0.451865353572294	0.869562067516384
g_Veillonella	Smoking_status	Former smokers	-0.00254225030363058	0.00343262756673914	2916	364	0.458987863724609	0.869562067516384
g_Veillonella	Dringking_status	Drinking within the past 30 days	-0.00136499828514125	0.00186787001121	2916	364	0.464973888395175	0.869562067516384
g_WAL_1855D	Zn_intake	Zn_intake	-0.000101408852002712	0.000138113217862538	2916	49	0.462859261032688	0.869562067516384
g_Atopobium	Family_diabetes_history	Yes	-7.48317136861027e-05	0.00010301138440527	2916	6	0.467627050687606	0.869804640194556
g_Bulleidia	Education	Bachelor_degree_or_above	-7.1235125500855e-05	9.80861647927311e-05	2916	4	0.467743914063434	0.869804640194556
g_Bulleidia	Dringking_status	Drinking within the past 30 days	-4.67636678174541e-05	6.53468450465637e-05	2916	4	0.474282214185321	0.87206729705043
g_Dialister	family_income_cat	>=10000	0.00344065200478827	0.00480382621005366	2916	608	0.473906119775032	0.87206729705043
g_Holdemania	Family_diabetes_history	Yes	-0.000158281599949528	0.000219586273079675	2916	44	0.471080066891033	0.87206729705043
g_Lactobacillus	Smoking_status	Former smokers	0.00114361115751696	0.00158193717701922	2916	78	0.469788526335546	0.87206729705043
g_Oscillospira	Gender	Female	-0.000462451973787249	0.000644452195823684	2916	466	0.473068459190405	0.87206729705043
g_Phascolarctobacterium	Energy_intake	Energy_intake	-0.000613109818439131	0.000853669851669504	2916	1236	0.472688929474898	0.87206729705043
g_SMB53	Marital_status	Other	-0.000245996630763967	0.000342945218729108	2916	26	0.473243214302469	0.87206729705043
g_Streptococcus	act_sports_intense	Yes	0.00281528141906392	0.00391723202236623	2916	690	0.47238899261786	0.87206729705043
g_Akkermansia	Smoking_status	Former smokers	0.00609146276241856	0.00852808693109107	2916	571	0.475110113144365	0.872366048084402
g_Lachnobacterium	Smoking_status	Former smokers	-0.000597037546137228	0.000842966112856405	2916	100	0.478842015591892	0.875997372782167
g_Lachnospira	act_sports_intense	Yes	-0.000817739850769598	0.00115699481606586	2916	226	0.479760574872308	0.875997372782167
g_Sphingomonas	family_income_cat	3000-5000	6.16560283371378e-05	8.69950277511838e-05	2916	3	0.478548787318906	0.875997372782167
g_Staphylococcus	Serum_Zn	Serum_Zn	-2.1361988052651e-05	3.01903157837293e-05	2916	7	0.479264608529383	0.875997372782167
g_Bulleidia	BMI	BMI	-1.82199692687412e-05	2.59498474364193e-05	2916	4	0.482659256319181	0.880064374178645
g_Anaerostipes	family_income_cat	5000-10000	-0.000353609291279322	0.000504463560807618	2916	148	0.48338365876063	0.880161078659981
g_Lachnobacterium	family_income_cat	5000-10000	-0.000417768755655017	0.000597186967994179	2916	100	0.484257644976492	0.880529504249904
g_Coprococcus	Smoking_status	Current smokers	0.00126950768301159	0.00182409046407886	2916	1159	0.486505029851687	0.880950406264587
g_Ochrobactrum	Education	Bachelor_degree_or_above	-0.000119547463636176	0.000171416929552024	2916	22	0.485603750491805	0.880950406264587
g_Ruminococcus	act_sports_intense	Yes	-0.00358080889280549	0.00514162347047796	2916	1983	0.486212055751135	0.880950406264587
g_Bifidobacterium	Dringking_status	Drinking within the past 30 days	-0.000974538339614116	0.0014135619265107	2916	466	0.490614023254939	0.882297646758883
g_Oscillospira	Smoking_status	Former smokers	-0.000757278019126799	0.00109786793796059	2916	466	0.490393158270795	0.882297646758883
g_Paraprevotella	Energy_intake	Energy_intake	-0.000131525137091873	0.000190461145860097	2916	147	0.489896481760523	0.882297646758883
g_Pseudidiomarina	Energy_intake	Energy_intake	-1.46672077252631e-05	2.11925871009482e-05	2916	0	0.488935403152362	0.882297646758883
g_Eubacterium	Smoking_status	Current smokers	0.0012315004342862	0.00178534267298415	2916	393	0.490385432630677	0.882297646758883
g_Acinetobacter	family_income_cat	>=10000	0.00118912236279359	0.00174254814227084	2916	75	0.495037908577115	0.883888519860075
g_Adlercreutzia	family_income_cat	>=10000	5.79266991333697e-05	8.57892222197801e-05	2916	2	0.499589163399173	0.883888519860075
g_Alistipes	family_income_cat	3000-5000	0.000107045277697412	0.000158459699655328	2916	15	0.499389038136904	0.883888519860075
g_Coprobacillus	Marital_status	Other	-0.000271723896273805	0.000402069555116456	2916	45	0.499213239916945	0.883888519860075
g_Desulfovibrio	Energy_intake	Energy_intake	-0.00010694097355744	0.000158091650738732	2916	220	0.498809497889896	0.883888519860075
g_Devosia	Education	High_school	3.78246004464892e-05	5.57115258070135e-05	2916	0	0.497232212886572	0.883888519860075
g_Fusobacterium	Serum_Zn	Serum_Zn	0.000587785390196333	0.000865784968146944	2916	469	0.497252566348313	0.883888519860075
g_Halomonas	family_income_cat	Declined to answer or unknown	-4.3896902405363e-05	6.45847637192531e-05	2916	0	0.496762109390641	0.883888519860075
g_Megasphaera	family_income_cat	3000-5000	0.00111601194495253	0.00164367142459045	2916	280	0.497207905445623	0.883888519860075
g_Oscillospira	Dringking_status	Drinking more than 30 days ago	-0.000511481727803372	0.000755851033603626	2916	466	0.498652599082584	0.883888519860075
g_Paraprevotella	BMI	BMI	-0.000117405262154428	0.000170928348542555	2916	147	0.492220727404296	0.883888519860075
g_Ruminococcus	Marital_status	Other	-0.00316754534169231	0.00465562588751418	2916	1983	0.496324985337341	0.883888519860075
g_Prevotella	BMI	BMI	0.00178632281481186	0.00265890802722648	2916	1387	0.501748237953342	0.884128951554881
g_Sphingomonas	Zn_intake	Zn_intake	-1.93038648095573e-05	2.87036596562054e-05	2916	3	0.501304600676069	0.884128951554881
g_Sutterella	Gender	Female	-0.000458293857657001	0.000681670104952909	2916	355	0.501439784644507	0.884128951554881
g_Megasphaera	Smoking_status	Former smokers	-0.00152144915797419	0.00227391777374351	2916	280	0.503493220852786	0.886012902735574
g_Eggerthella	family_income_cat	Declined to answer or unknown	-0.000130044845790926	0.000194988652778338	2916	30	0.504866495232059	0.887238572720147
g_Sphingomonas	family_income_cat	>=10000	7.59697680295569e-05	0.000114251785136362	2916	3	0.506146372738192	0.887731211522728
g_Staphylococcus	Age	Age	2.19898492889758e-05	3.30983851243713e-05	2916	7	0.506501103141877	0.887731211522728
g_Coprobacillus	family_income_cat	>=10000	-0.000336856126207899	0.000511757516697372	2916	45	0.510440191002528	0.887748190241308
g_Dialister	family_income_cat	5000-10000	-0.00235995504559815	0.0035849134965644	2916	608	0.510396542508151	0.887748190241308
g_Enterobacter	Dringking_status	Drinking more than 30 days ago	-0.000102994264283509	0.00015652004721231	2916	31	0.51057371124481	0.887748190241308
g_Fusobacterium	Marital_status	Other	0.00198326579054268	0.00301332927004228	2916	469	0.510484868168955	0.887748190241308
g_Haemophilus	family_income_cat	3000-5000	0.000958721199954721	0.00145541881218599	2916	288	0.510124547880329	0.887748190241308
g_Turicibacter	Zn_intake	Zn_intake	-0.000262278900141561	0.000397502046829587	2916	255	0.509423269833127	0.887748190241308
g_Collinsella	Gender	Female	0.000310446694082633	0.0004733582178551	2916	143	0.511979935723658	0.889014166534723
g_Dialister	Marital_status	Other	0.00245874989609914	0.0037741942308885	2916	608	0.514799003636457	0.890371363809229
g_Enterobacter	Serum_Zn	Serum_Zn	3.17858927839034e-05	4.87184074741439e-05	2916	31	0.51416842147378	0.890371363809229
g_Prevotella	family_income_cat	Declined to answer or unknown	-0.00476524410788891	0.00729631852880295	2916	1387	0.513742023776637	0.890371363809229
g_Bulleidia	family_income_cat	>=10000	7.36219857249718e-05	0.000114002263204796	2916	4	0.518463892844572	0.892491513836904
g_Dorea	Family_diabetes_history	Yes	0.000566484669711102	0.000879542156081096	2916	327	0.519582556710944	0.892491513836904
g_Oscillospira	Zn_intake	Zn_intake	-0.000169184088268371	0.000261838311534169	2916	466	0.518240182261266	0.892491513836904
g_Oscillospira	Family_diabetes_history	Yes	-0.000586309934111126	0.000910935749710657	2916	466	0.519863253644109	0.892491513836904
g_Pseudidiomarina	Age	Age	1.332322371173e-05	2.06780653909052e-05	2916	0	0.519421089563919	0.892491513836904
g_SMB53	family_income_cat	3000-5000	0.000213797446390219	0.000332368019955751	2916	26	0.520109471068951	0.892491513836904
g_Bacteroides	Energy_intake	Energy_intake	0.0022761718601511	0.0035816813727264	2916	2808	0.525150148112936	0.893021639226482
g_Devosia	Age	Age	1.36229619575588e-05	2.14353505373155e-05	2916	0	0.525128348533878	0.893021639226482
g_Haemophilus	family_income_cat	Declined to answer or unknown	-0.000759498664116595	0.00119392859423181	2916	288	0.524739305880803	0.893021639226482
g_Halomonas	Dringking_status	Drinking more than 30 days ago	4.80901499983248e-05	7.49869286827912e-05	2916	0	0.521369593305993	0.893021639226482
g_Holdemania	Smoking_status	Former smokers	0.000169063682425851	0.000264647346321634	2916	44	0.522986462324007	0.893021639226482
g_Ochrobactrum	Dringking_status	Drinking within the past 30 days	-7.27991191695599e-05	0.000114201177683562	2916	22	0.523873160839429	0.893021639226482
g_Pseudidiomarina	family_income_cat	5000-10000	-3.96224736503272e-05	6.23536295042544e-05	2916	0	0.525186639087428	0.893021639226482
g_Clostridium	Family_diabetes_history	Yes	0.00104707132087667	0.00166041046669554	2916	657	0.528345365882072	0.897228982734969
g_Bacteroides	Smoking_status	Current smokers	-0.00611727897900964	0.00992097808699297	2916	2808	0.53754680229789	0.89860881847639
g_Citrobacter	Zn_intake	Zn_intake	2.12771703799963e-05	3.43219699956616e-05	2916	7	0.535353576584197	0.89860881847639
g_Eggerthella	BMI	BMI	4.36598291237635e-05	7.10573273416913e-05	2916	30	0.538978781677391	0.89860881847639
g_Halomonas	Gender	Female	-4.00678716351002e-05	6.39352050857167e-05	2916	0	0.530908596493972	0.89860881847639
g_Lachnobacterium	Family_diabetes_history	Yes	-0.000429725652990734	0.000699435643800622	2916	100	0.539006483613177	0.89860881847639
g_Lachnospira	Education	Bachelor_degree_or_above	0.000704119814986166	0.00114727238365545	2916	226	0.539439466163935	0.89860881847639
g_Megamonas	family_income_cat	Declined to answer or unknown	0.00130056683186447	0.0020950268115919	2916	347	0.534788183059263	0.89860881847639
g_Ochrobactrum	Energy_intake	Energy_intake	-3.12095349333429e-05	5.0532765096259e-05	2916	22	0.536881090370591	0.89860881847639
g_Prauseria	Education	High_school	7.72748916432698e-05	0.000124536337148327	2916	15	0.534976980513926	0.89860881847639
g_Pseudidiomarina	Smoking_status	Former smokers	-5.5159207160171e-05	8.80159807609903e-05	2916	0	0.53090833984245	0.89860881847639
g_Serratia	Education	High_school	-0.000247886772270539	0.000398336634255731	2916	13	0.533790502395014	0.89860881847639
g_Serratia	Dringking_status	Drinking within the past 30 days	-0.000220305754301067	0.00035498285545132	2916	13	0.534905382627924	0.89860881847639
g_Sutterella	Smoking_status	Former smokers	0.000719589030885878	0.00116127116540818	2916	355	0.535532818820828	0.89860881847639
g_Synergistes	Gender	Female	0.000147398091513031	0.00023964321821141	2916	21	0.538554787422296	0.89860881847639
g_WAL_1855D	Marital_status	Other	0.000268649100011954	0.000431914640573077	2916	49	0.533993581540191	0.89860881847639
g_Actinomyces	family_income_cat	3000-5000	-0.000146158864235066	0.000239114243235542	2916	45	0.541081277812614	0.89905900533883
g_Eggerthella	Family_diabetes_history	Yes	0.000167018309613894	0.000272845229406937	2916	30	0.540496025371809	0.89905900533883
g_Acidaminococcus	family_income_cat	3000-5000	0.000556635177799025	0.000934079607040292	2916	135	0.55127634431592	0.899701086983434
g_Acinetobacter	Marital_status	Other	0.000817088765382448	0.00136905767570026	2916	75	0.550670430139773	0.899701086983434
g_Alistipes	Serum_Zn	Serum_Zn	2.80428286581938e-05	4.6977272941541e-05	2916	15	0.550591043331009	0.899701086983434
g_Bacteroides	Smoking_status	Former smokers	0.00901329332900245	0.0148752579046746	2916	2808	0.544611923661447	0.899701086983434
g_Bilophila	Dringking_status	Drinking within the past 30 days	0.000117469041184894	0.000193344517018299	2916	34	0.54352475518016	0.899701086983434
g_Bulleidia	Dringking_status	Drinking more than 30 days ago	-4.97178840990858e-05	8.26781537701595e-05	2916	4	0.547658982921031	0.899701086983434
g_Citrobacter	Marital_status	Other	6.3927167503797e-05	0.000107333400552512	2916	7	0.551492788988269	0.899701086983434
g_Devosia	family_income_cat	5000-10000	-3.89696583341667e-05	6.46371834323267e-05	2916	0	0.546623449256068	0.899701086983434
g_Haemophilus	Dringking_status	Drinking within the past 30 days	-0.000652115689008647	0.00109563954553286	2916	288	0.551761765015012	0.899701086983434
g_Lachnobacterium	act_sports_intense	Yes	-0.000419218327624288	0.000694349428825497	2916	100	0.54605249934502	0.899701086983434
g_Leptothrix	Age	Age	1.97661096542125e-05	3.24808662880904e-05	2916	6	0.542872961700585	0.899701086983434
g_Pseudomonas	Education	Bachelor_degree_or_above	-0.000359021180940944	0.000602575906525995	2916	15	0.551348245907628	0.899701086983434
g_Ralstonia	Dringking_status	Drinking within the past 30 days	-0.00159022697713611	0.00263814357366811	2916	1359	0.546700537973333	0.899701086983434
g_Staphylococcus	Education	High_school	5.21499423489886e-05	8.60243238764324e-05	2916	7	0.544414051036778	0.899701086983434
g_Eubacterium	Age	Age	0.000378289239415108	0.000628897648766921	2916	393	0.547546360575512	0.899701086983434
g_Actinomyces	family_income_cat	>=10000	0.000182752285613616	0.000314032075710434	2916	45	0.560642828476827	0.902342288493194
g_Akkermansia	Dringking_status	Drinking within the past 30 days	-0.00272486466187119	0.00464057271634314	2916	571	0.557126690055272	0.902342288493194
g_Bradyrhizobium	Zn_intake	Zn_intake	-0.00012258622452924	0.000209171235940803	2916	353	0.557883018607981	0.902342288493194
g_Butyricimonas	Dringking_status	Drinking within the past 30 days	0.000120024572933416	0.000206407170783612	2916	77	0.560952681252443	0.902342288493194
g_Dorea	Energy_intake	Energy_intake	-0.000149791027353004	0.000255235723751682	2916	327	0.557334559076673	0.902342288493194
g_Faecalibacterium	Energy_intake	Energy_intake	0.00120665003153415	0.00206115927998139	2916	2475	0.558308946304399	0.902342288493194
g_Klebsiella	family_income_cat	5000-10000	0.00307222721899316	0.00521402542301255	2916	893	0.555757197029387	0.902342288493194
g_Lachnospira	Energy_intake	Energy_intake	0.000197460269685892	0.00033820956900929	2916	226	0.559373443120839	0.902342288493194
g_Lacticigenium	Serum_Zn	Serum_Zn	-7.08369153199383e-05	0.000121600611502244	2916	70	0.560250045869223	0.902342288493194
g_Paraprevotella	Education	High_school	-0.000284858837606966	0.00048299961360894	2916	147	0.555390651291716	0.902342288493194
g_Sutterella	Energy_intake	Energy_intake	0.000163862212191287	0.000279612180742069	2916	355	0.55789841391442	0.902342288493194
g_Bifidobacterium	Dringking_status	Drinking more than 30 days ago	0.0010376904363084	0.00178846722042077	2916	466	0.561816691294255	0.90262461064555
g_Brevibacterium	Energy_intake	Energy_intake	3.48814316226176e-05	6.02268514180199e-05	2916	1	0.562521240171515	0.902650362135686
g_Coprococcus	Family_diabetes_history	Yes	0.00130342455314543	0.00226931106596392	2916	1159	0.565761953046103	0.905633602495045
g_Ruminococcus	Gender	Female	0.00210541721039664	0.00366414717054195	2916	1983	0.56560680646517	0.905633602495045
g_Bradyrhizobium	Education	Bachelor_degree_or_above	0.000410254723319639	0.000716344557668547	2916	353	0.566888330702691	0.906330001891742
g_Catenibacterium	Family_diabetes_history	Yes	-0.00094690182344761	0.00166834897499895	2916	109	0.570372200268818	0.908669986877576
g_Serratia	family_income_cat	Declined to answer or unknown	-0.000219721727702081	0.000386828116339361	2916	13	0.570073108554918	0.908669986877576
g_Turicibacter	family_income_cat	Declined to answer or unknown	-0.000560839233166937	0.00098829568175802	2916	255	0.570431273226731	0.908669986877576
g_Methanobrevibacter	act_sports_intense	Yes	-0.000583718066343218	0.00103449609435354	2916	146	0.572625301988949	0.909503732742974
g_Parabacteroides	Energy_intake	Energy_intake	-0.000241495867793747	0.00042744590782838	2916	927	0.572135140204077	0.909503732742974
g_Phascolarctobacterium	Zn_intake	Zn_intake	0.000476606751339597	0.000845571992463682	2916	1236	0.573035913993666	0.909503732742974
g_Turicibacter	act_sports_intense	Yes	0.00077205737595208	0.00137285366005429	2916	255	0.573904670565369	0.909781164584279
g_Actinomyces	Zn_intake	Zn_intake	4.42620393392426e-05	7.88947832330651e-05	2916	45	0.574823090658037	0.910136560208559
g_Acidaminococcus	family_income_cat	>=10000	-0.000654832619534486	0.00122673979562439	2916	135	0.5935214928206	0.911692673949021
g_Acinetobacter	BMI	BMI	-0.000217202168075067	0.000396648778466019	2916	75	0.5840134682449	0.911692673949021
g_Adlercreutzia	Family_diabetes_history	Yes	-4.11776896366307e-05	7.49827842320773e-05	2916	2	0.582936674921764	0.911692673949021
g_Alistipes	Smoking_status	Former smokers	0.000120600741082237	0.000219219195562818	2916	15	0.582267366145985	0.911692673949021
g_Anaerostipes	Smoking_status	Former smokers	-0.000388232918413902	0.000712081324145444	2916	148	0.585651988007885	0.911692673949021
g_Atopobium	Dringking_status	Drinking within the past 30 days	-3.66286146046188e-05	6.75565625312436e-05	2916	6	0.587728095638905	0.911692673949021
g_Atopobium	act_sports_intense	Yes	-5.48292024562692e-05	0.000102262297551298	2916	6	0.591887471267347	0.911692673949021
g_Bilophila	Energy_intake	Energy_intake	-4.56704817627736e-05	8.55528223028269e-05	2916	34	0.593501593252887	0.911692673949021
g_Coprococcus	Gender	Female	0.000886488025531457	0.00160545076854428	2916	1159	0.580871817789769	0.911692673949021
g_Enhydrobacter	Education	Bachelor_degree_or_above	-5.31334914086796e-05	9.85042231651231e-05	2916	2	0.589650152913613	0.911692673949021
g_Enterobacter	act_sports_intense	Yes	0.000102953471863039	0.000187262935619023	2916	31	0.582512470538749	0.911692673949021
g_Lacticigenium	Education	High_school	-0.000192699572286617	0.00034648893580235	2916	70	0.578151774559582	0.911692673949021
g_Lacticigenium	Marital_status	Other	0.000227016037759016	0.000423225968774918	2916	70	0.591727202732663	0.911692673949021
g_Lactobacillus	family_income_cat	>=10000	0.000817022784312683	0.00150175139713544	2916	78	0.586451267679143	0.911692673949021
g_Megamonas	Age	Age	-0.000455800845654366	0.000830055896330145	2916	347	0.582964979893846	0.911692673949021
g_Methylobacterium	Gender	Female	-4.92541543509242e-05	9.01386288744817e-05	2916	11	0.584814748723419	0.911692673949021
g_Methylobacterium	Dringking_status	Drinking within the past 30 days	-4.48029999626502e-05	8.3558436599187e-05	2916	11	0.591870063307111	0.911692673949021
g_Paraprevotella	Marital_status	Other	0.000320386588156093	0.000589969716967131	2916	147	0.587133046541439	0.911692673949021
g_Paraprevotella	Serum_Zn	Serum_Zn	-9.09812374264891e-05	0.000169509159749038	2916	147	0.591492970653126	0.911692673949021
g_Phascolarctobacterium	Marital_status	Other	-0.00141558809799855	0.00264431550329314	2916	1236	0.592461043058261	0.911692673949021
g_Sphingomonas	Dringking_status	Drinking within the past 30 days	-3.51879525722051e-05	6.54898726544322e-05	2916	3	0.591099112195329	0.911692673949021
g_Turicibacter	Dringking_status	Drinking within the past 30 days	0.000496715957247366	0.000906935169192542	2916	255	0.583949535120382	0.911692673949021
g_Veillonella	Education	Bachelor_degree_or_above	0.0015579567955395	0.00280368861879093	2916	364	0.578471798179251	0.911692673949021
g_Veillonella	family_income_cat	Declined to answer or unknown	-0.00108543909145834	0.00203543530879686	2916	364	0.593886760909584	0.911692673949021
g_Eubacterium	BMI	BMI	0.000320075919188256	0.000578444568206224	2916	393	0.58007403729104	0.911692673949021
g_Eubacterium	Dringking_status	Drinking within the past 30 days	-0.000787566437902319	0.00145663775708943	2916	393	0.588773752423446	0.911692673949021
g_Alistipes	Gender	Female	6.77962046676855e-05	0.000128682409843934	2916	15	0.598338772601708	0.912118756838185
g_Bifidobacterium	Serum_Zn	Serum_Zn	-0.000294311779428948	0.000556678050834091	2916	466	0.597058960017158	0.912118756838185
g_Butyricimonas	family_income_cat	3000-5000	-0.000144474427566956	0.000274185867563272	2916	77	0.598288462942657	0.912118756838185
g_Clostridium	family_income_cat	3000-5000	-0.000764130814307454	0.00144649876404553	2916	657	0.597357746383687	0.912118756838185
g_Coprococcus	Dringking_status	Drinking within the past 30 days	-0.00078925388389114	0.00148825157351047	2916	1159	0.595928734114969	0.912118756838185
g_Pseudomonas	act_sports_intense	Yes	0.000322867602968341	0.000607682369129649	2916	15	0.595244856538626	0.912118756838185
g_Methylobacterium	Smoking_status	Former smokers	-8.02438636499759e-05	0.00015355725568836	2916	11	0.601315993596071	0.914530472858989
g_Synergistes	Dringking_status	Drinking more than 30 days ago	-0.000147113301261054	0.000281067510290167	2916	21	0.600729617972022	0.914530472858989
g_Adlercreutzia	Education	High_school	2.85532048936564e-05	5.51806424974836e-05	2916	2	0.604881818873514	0.917897240720764
g_Akkermansia	Education	Bachelor_degree_or_above	-0.00357017392462314	0.00696553873203126	2916	571	0.60830652585458	0.917897240720764
g_Brevibacterium	BMI	BMI	2.75876894805512e-05	5.40502694358554e-05	2916	1	0.609804559450394	0.917897240720764
g_Dorea	Education	High_school	-0.000332723092878404	0.000647264592442466	2916	327	0.607259786783611	0.917897240720764
g_Eggerthella	family_income_cat	>=10000	-0.000159500653372788	0.000312167389580409	2916	30	0.609427874707168	0.917897240720764
g_Enhydrobacter	Zn_intake	Zn_intake	1.47508226266836e-05	2.87630441025435e-05	2916	2	0.60810277223526	0.917897240720764
g_Lactobacillus	family_income_cat	Declined to answer or unknown	0.000481434276127131	0.000938036744097512	2916	78	0.607825358373656	0.917897240720764
g_Odoribacter	Dringking_status	Drinking more than 30 days ago	7.22731252690727e-05	0.000141609224738744	2916	13	0.609831042462079	0.917897240720764
g_Streptococcus	Age	Age	0.000573139356588852	0.00111727402352765	2916	690	0.608004357316454	0.917897240720764
g_Bilophila	Smoking_status	Former smokers	-0.000180015047945323	0.000355313654061477	2916	34	0.612448103247646	0.918330334562714
g_Coprobacillus	Energy_intake	Energy_intake	6.55450568391331e-05	0.000129800947371687	2916	45	0.6136211846506	0.918330334562714
g_Megamonas	family_income_cat	3000-5000	0.00129127789763788	0.00255387252500367	2916	347	0.613164978068545	0.918330334562714
g_Methanobrevibacter	Smoking_status	Current smokers	0.000423688800230562	0.000837627400112485	2916	146	0.613021423648155	0.918330334562714
g_Odoribacter	act_sports_intense	Yes	-8.59168000949911e-05	0.000169423403631746	2916	13	0.612114188156537	0.918330334562714
g_Brevibacterium	Serum_Zn	Serum_Zn	-2.67851580177525e-05	5.36014993089337e-05	2916	1	0.61731787332905	0.919663331743619
g_Bulleidia	family_income_cat	3000-5000	4.35272741445184e-05	8.68050336313089e-05	2916	4	0.616101569610163	0.919663331743619
g_Methylobacterium	Dringking_status	Drinking more than 30 days ago	-5.29245297800842e-05	0.000105719828784679	2916	11	0.616682824237049	0.919663331743619
g_SMB53	Dringking_status	Drinking more than 30 days ago	-0.000159004537603835	0.000316566598878359	2916	26	0.615509949016919	0.919663331743619
g_Eggerthella	act_sports_intense	Yes	0.000134614626534285	0.000270861130506629	2916	30	0.619235512381736	0.920428295615029
g_Lacticigenium	Age	Age	-6.63500867720821e-05	0.000133313738739673	2916	70	0.618734146938555	0.920428295615029
g_Lacticigenium	Gender	Female	0.000164332624922125	0.00033309425487676	2916	70	0.621801495579985	0.922151313015113
g_WAL_1855D	act_sports_intense	Yes	0.000235626898092522	0.00047700191271153	2916	49	0.621361478551172	0.922151313015113
g_Actinomyces	family_income_cat	Declined to answer or unknown	9.63055049301659e-05	0.000196153388905442	2916	45	0.623484594976786	0.92360260340629
g_Dialister	Zn_intake	Zn_intake	-0.00058833809110007	0.00120687298160258	2916	608	0.625948272691613	0.926205626973708
g_Methanobrevibacter	Gender	Female	-0.000357671638091289	0.000737227445538686	2916	146	0.627601118241581	0.927604358528424
g_Sediminibacterium	Smoking_status	Current smokers	-0.00138508149653855	0.00287267223141235	2916	1078	0.629730246692992	0.929703100692019
g_Collinsella	Marital_status	Other	-0.000288612661271942	0.000601443847788416	2916	143	0.631358672195075	0.930530282180778
